175;"является ли коррупцией раздача президентом чиновьичих кресел по партийному признаку ?";1
180;"путин купил нивус единственной целью : подать пример и спасти наш автопром ; ожидайте - скоро пол думы на нивах ездить будет .";1
192;"уже изобрели дезодоранты , которые не оставляют следов на одежде . осталось теперь придумать алкоголь , который не оставляет перегара и похмелья .";1
199;"учительница русского языка и литературы потеряла среди книжек обед , телефон и молодость .";2
206;"теорема Григория перельмана : не существует такого предложения , от которого невозможно отказаться .";1
211;"— как ни приду — ты бухаешь ! — как ни сяду бухать — ты приходишь !";2
213;"по сути , наш кащей имеет много общего с ахиллесом . мать Ахиллеса купала его в священной реке , держа за пятку . мать кащея была более суровой женщиной .";1
235;"в детстве Вовочка сочинял анекдоты про маривановну а когда вырос - про гаи";1
245;"не в силах сдержать слезы , пряча лица от болельщиков , игроки сборной Англии покидали стадион , садились в новенькие мерседесы и разъезжались по домам .";2
288;"выдержка – это способность с наслаждением слушать , как вам рассказывают вашу собственную любимую шутку .";1
311;"hелюбимая поговорка саперов : одна нога здесь , другая - там .";2
319;"проказница - мартышка , осел , козел да косолапый мишка затеяли сыграть кабмин .";2
324;"очень хилый мальчик наступил на жвачку и опоздал в школу";1
325;"по мотивам : в подъезде не было молодых девушек , и бабушки на лавочке называли проституткой дворника за неимением горничной , ебут дворника .";0
378;"- вы слышали ? спутник до марса не долетел - наверное без мигалки в пробке застрял";1
403;"к борьбе с “агрессивным либерализмом” призвал патриарх гундяев . и гундяи начали услужливо гундеть .";2
487;"а мы тут клюшками балуемся , - сказал защитник сборной Швеции карлссон";2
493;"мажоры ! за 28 рэ аттракционы и зоопарк в одном флаконе - пользуйтесь услугами метрополитена !";2
498;"> самый надежный носитель информации - бумага . обычный носитель информации - почтальон";2
513;"любовь к родине легко усилить путем увеличения заработной платы в 10 - 15 раз .";1
528;"кто - нибудь вообще лицензионное соглашение до конца дочитывал ? они там как , поженятся ?";1
566;"последняя скульптура Зураба церетели : шмат сала , разрывающий пасть хохлу .";2
617;"—извините , сейчас около вас стадо баранов не пробегало ? ! —а ты что , отстал ?";2
632;"Лексусы угоняют рыцари без страха и упрека , оку - без комплексов .";2
634;"ни дня без строчки ! - лозунг подпольного вьетнамского швейного цеха .";2
729;"высокоскоросной интернет способен превратить суп в жаркое .";1
731;"было у отца 3 сына : старший , средний и средний неоконченный .";2
768;"после победы рубина в чемпионате по футболу , тренера теперь зовут уважительно курбан - байрам бердыев .";1
786;"маньяк перевел на счёт детдома отравленные деньги . в итоге погибло 23 чиновника .";1
831;"если сопротивление бесполезно , попробуйте впаять туда конденсатор .";2
835;"чтобы выходные наступали быстрее , нужно начинать пить уже в среду .";1
847;"если щас провести деноминацию один к ста , доллар опять будет стоить 62 копейки .";1
864;"рассуждения о судьбах отечества на кожаных сидениях лимузинов звучат более проникновенно и душевно , чем в очередях на биржу труда .";1
894;"нашу армию уже никто в мире не боится . а вот Онищенко боятся .";1
909;"Домодедово осиротело - московские таксисты выехали в японию .";1
949;"светская львица кс . Собчак снялась раздраженной для журнала невропатология";2
965;"блодинки недоумевают . почему резина с шипами называется зимней ?";1
968;"конечно , я не верю в драконов . но как мне убедить в этом моего дракона ?";1
971;"кроссворд : политический авантюрист эпохи Андрея макаревича . пять букв .";1
1025;"лондон , Париж и Женева - три источника , три составные части марксизма .";1
1045;"в СССР на родительские собрания ходили аисты и кочаны капусты .";1
1064;"простой способ выиграть миллион в лотерею : надо ее организовать .";1
1088;"файл дела , о повреждении внутренних органов органами внутренних дел , поврежден .";2
1096;"за употребление «виагры» в Китае введена смертная казнь .";1
1178;"на международных соревнованиях борец вольного стиля подарил очко противнику . © Дмитрий лавренков";2
1186;"ударим отечественной продукцией по ненавистному импорту !";1
1194;"Америка – основоположник демократии . совсем уже положила на основы демократии .";2
1196;"подслушано в женской консультации : это я удачно залетела";2
1238;"артефакт полиэтилен с пупырышками + 2 к настроению - 5 к интеллекту в глазах окружающих";1
1284;"корпоративная этика дает возможность начальству почувствовать себя настоящими рабовладельцами .";1
1303;"первый успешный нанотехнологический проект Чубайса на посту роснано - превращение в пыль стабилизационного фонда .";1
1312;"эротический двухсерийный фильм . серия i : “принцесса на горошине” . серия ii : “горошин на принцессе” .";0
1404;"порнофильм ужасов «горячие домохозяйки и сантехник - импотент» .";0
1425;"пора бы уже и врачам взять на вооружение золотое правило программистов : если оно работает - лучше не трогай !";1
1428;"положа руку на сердце , трудно удержаться от того , чтобы не потискать грудь .";2
1446;"— я полагаю , вы страдаете манией величия . — заткнись ничтожество , тебе показалось !";2
1467;"от мобилизации на войну буратино открутился с помощью самореза .";2
1541;"в связи с запретом жидкостей на борту самолета , суходрючинский винзавод совместно с влажнодрючинским фармацевтическим комбинатом наладил выпуск ректальных свечей любой крепости .";1
1555;"грузинская оппозиция перекрыла все подступы к тбилиси . у Саакашвили закончились галстуки .";1
1561;"мне под одеялом сухо и тепло шелестеть конфетой осени назло";1
1570;"доктор хаус улучшил свои жилищные условия - теперь он доктор пентхаус .";2
1575;"французская газета педарасъон горячо поддержала отставку лужкова .";2
1618;"запись в дневнике киевского школьника : ел на минуте молчания посвященной голодомору !";2
1621;"теперь студентов МИФИ переклинит : что же первичнее дух или материя ?";1
1645;"в городе Абакан собрали котенка из пушистых стебельков дикого ячменя .";1
1648;"прежде чем влюбиться с первого взгляда , проверьте зрение .";2
1700;"наука и техника . наконец - то в Сколково научились делать одноразовые грабли .";1
1792;"Ельцин хитрый , однако . не стал дожидаться гаагского трибунала .";1
1835;"кладбищенский сторож устал отвечать на вопрос : где ты откапываешь таких страшных баб ?";2
1841;"он робко заглянул в вырез её платья . на ней были голубые туфельки !";0
1848;"кулинарные советы . еда намного будет вкуснее , если питаться в гостях .";1
1940;"росбытхим успешно отсудила у аррle патент первого производителя устройства предназначенного в том числе для чтения в туалете .";1
1985;"возле клеток с человекообразными обезьянами дольше всех задерживаются обезьяноподобные .";2
1990;"раньше мечтали о неразменном рубле , теперь - о безразмерном винчестере .";2
2084;"путана , запутавшаяся в проводах , помогла электрику снять напряжение .";2
2093;"чрезвычайно упростил свою жизнь , заменил чувство голода на желание выпить и закурить !";1
2121;"нет худа без добра – сжигая рукописи , гоголь хоть немного согрелся…";2
2123;"многие склонны путать два понятия : «отечество» и «ваше превосходительство» . м . салтыков - щедрин";1
2170;"и чего возмущаются теперешним правительством в киеве ? нормальная колониальная туземная администрация !";1
2197;"интересное наблюдение стоматологов : у шутников часто отсутствуют передние зубы .";2
2207;"она приготовила мужу ужин наскорую . скорая его потом еле откачала .";2
2233;"ночной кошмар новодворской : воскресший Ленин перепутал её с крупской .";1
2239;"чип и дейл осторожно пробирались через зону . опасаясь аномалий , они периодически бросали перед собой гаечку .";1
2350;"не бывает безвыходных ситуаций . бывают ситуации , выход из которых тебя не устраивает .";1
2424;"- здравствуй зеленая шапочка . - здравствуй серый дальтоник .";1
2450;"глядя не рекламу - даже не поймешь кто тупой .";1
2562;"рекламная акция . каждому приобретшему тариф монстр общения осиновый кол в подарок";1
2649;"сейчас открыл дырокол , оттуда высыпалась целая куча дырок .";1
2653;"в правильном степплере каждая третья скобка должна быть бронебойной .";1
2705;"Борис Немцов решил заняться сексом с Камасутрой - Камасутра не захотела !";0
2743;"наиболее достоверно уровень кризиса можно определить по внешнему виду бомжей на рублевских помойках .";1
2797;"уведомление в соцсетях «иосифу Виссарионовичу нравится ваша ссылка» непроизвольно напрягает .";1
2862;"сенсация ! у генерального директора шоколадной фабрики красный октябрь всё - таки слиплось !";1
2946;"сейчас фразу я рад за тебя можно услышать лишь на похоронах .";1
2949;"обгоревший на пляже Юрий куклачев опрометчиво намазался сметаной и был доставлен в больницу с кошачьими зализами четвёртой степени !";1
2967;"Порошенко своим указом отменил москальскую периодическую таблицу Менделеева на территории украины .";1
2968;"если при коммунистах , потом при бандитах и сейчас в капитализме вы живёте одинаково хреново , значит общественный строй тут не причём .";1
3004;"сидит на ветке облепихи облезлый старый воробей и клювом мне беззвучно шепчет убей";1
3179;"инопланетяне отказываются вступать с нами в контакт именно из - за твоих селфи в ванной .";1
3312;"умершие от передоза Виагры обречены на кремацию . крышку гроба закрыть невозможно .";1
3381;"предлагаю официально разрешить зрителям материться в кинотеатрах .";1
3530;"на всякий дежурный казённый патриотизм имеется постоянный народный похуизм .";2
3580;"неопытные воры - карманники доводят своих жертв до оргазма .";1
3617;"эволюция населения острова манхэттэн 18 век - краснокожие 19 век - бледнолицые 20 век - черножопые 21 век - узкоглазые";1
3618;"обида - основополагающее профессиональное качество водовоза .";1
3619;"бегущие за машинами собаки — это души уволенныx гаишников .";1
3747;"вслед за переименованием американо в руссиано Медведев переименовал хохлому в руссому .";1
3926;"мировое сообщество требует прекратить агрессию днр против лнр !";1
3927;"при союзе трудились на славу , затем на Мишу и борю";2
3940;"когда автомат нагло выхватывает крупную купюру для размена , инстинктивно сжимаются кулаки .";1
3957;"черту бедности можно и отодвинуть . черту - да , бедность - нет .";1
4187;"в японском кафе Нью - Йорка запрещают ебуки , рваки и мурдаки . посетители разочарованны .";2
4676;"dаft рunk удостоился главной награды музыкальной премии «грэмми» — «альбом года»";1
4684;"хуй моржовый - банкир , без меры завышающий ставки по кредитам .";1
4806;"при задержании парашютистов - диверсантов , предупредительный выстрел производится в землю .";1
4832;"кстати у него такие подтяжки прикольные ) ) когда он снимает пиджак и их подтягивает мы все ржем ) ) )";1
4872;"семь раз отмерь , один раз отрежь . предъяви у входа в синаногу .";1
4908;"ищу зарплатодателя . работодателей просьба не беспокоить !";2
4915;"иероглиф " богатство " . согласно фен - шуй , способствует улучшению вашего благосостояния . сохраняйте себе на стену !";1
5012;"сломайте мозг аптекарю , попросите соntеx , коtеx , соldrеx , соrnеx и sоrbеx .";2
5238;"мой сука персидский кот , устроил на моем сука персидском ковре , сука персидский залив !";2
5251;"ротенберг выразил готовность построить мост в каталонию .";1
5351;"в Египте партия единый Египет предложила захоронить мумии фараонов .";1
5470;"совершенство владения оружием исправляет несовершенство законодательства .";1
5479;"плеваться конечно не гоже – но иногда так хочется на много наплевать .";2
5552;"слезает ежик с кактуса : “так ошибиться ! так ошибиться ! ” . это про украинский истеблишмент и трампа .";1
5760;"колобок зашёл в интим - салон и накупил себе воздушных шариков .";1
5939;"медикамент сочетает в себе 2 составляющие : медика и мента . эффект известен : лечит и калечит .";2
5965;"обидевшись , чак норрис вырвал свою страницу из fасеbооk .";1
5972;"Александр градский исполнил под караоке одну из своих песен и набрал 60 баллов из 100 .";1
6025;"институт семьи он не окончил – отчислен за плохую посещаемость .";2
6156;"ОАО ухрюпинская пиротехника мощным взрывом объявило о своей ликвидации .";2
6292;"в таллине открыт памятник погибшим при археологических раскопках .";1
6435;"на 14 февраля Николай басков заваливает себя валентинками .";1
6653;"если нет других достоинств , скромность вроде б ни к чему .";1
6729;"чем честнее и прозрачнее механизм голосования , там сложнее и дороже политтехнологии .";1
6863;"- политика – штука грязная , – любила повторять уборщица верховной рады .";2
6993;"гурману на заметку : порой отведать корейской кухни можно в ближайшей придорожной шашлычной .";1
7604;"Минздрав предупреждает : доступным будет только лечебное голодание .";1
7658;"конфликт в Палестине - антисемиты - евреи воюют с антисемитами - арабами .";1
7731;"при батые был налог 10 % ( десятина ) , при путине - 18 % ( ндс ) . так кто из них иго установил ?";1
7920;"чтобы ваша яичница не подгорела , предварительно покройте сковороду трехэтажным матом .";2
8035;"маша Распутина одним поцелуем устраняет засор в раковине .";1
8221;"пощелкал по телеканалам : пидоры , пидоры , депутаты , выборы .";1
8514;"если бы rаmmstеin занимались программированием вместо музыки";1
8602;"вчера в тюрьме Лефортово прошла ежегодная встреча выпускников .";1
8728;"когда одноклассники били по морде Сванидзе за его ложь и скверный характер , он бегал в учительскую жаловаться на фальсификацию физиономии .";1
8774;"если крутить педали велотренажёра в обратную сторону , можно обратно пополнеть .";1
8913;"кризисные размышдения евро 2004 - чемпион Греция евро 2008 - чемпион Испания евро 2012 - кто следующий ?";1
9245;"пассажиры на задней площадке , поживее шевелите своими пятачками .";2
9361;"расходы на олимпиаду - 2012 в пять раз превышают первоначальные планы слышно даже как опилки падают";1
9792;"во мне так много коньяка , поэтому появился армянский акцент .";1
9820;"дедка за репку , бабка за дедку , внучка за бабки . такая нынче сказочка .";2
9870;"несложно наделать глупостей , сложно умно объяснить , зачем их сделал .";1
9875;"древнеримскую империю погубили древнеевропейские гастарбайтеры .";1
9979;"когда китайцы дерутся район на район – драку видно из космоса";1
10009;"выслушав меня , мой психоаналитик записался на приём к своему .";1
10014;"распоряжение прокурора : списать хищения в Минобороны по статье халатность .";1
10037;"космический мусор борется с превышением скорости на орбите .";2
10298;"режиссер Никита Михалков принял решение номинировать свое говно на оскар .";1
10459;"на церемонии открытия олимпийских игр министр спорта Виталий Мутко обещал подтянуться 3 раза !";1
10539;"отмечать ли годовщину свадьбы после развода ? и другие креативные поводы забухать .";1
10626;"когда босса нет можно курить в его кабинете без вреда для здоровья !";2
10629;"– а из нашего окна боль и пустота видна . – а из нашего окошка лишь депрессии немножко .";2
10735;"за истекшие сутки наблюдатели ОБСЕ зафиксировали на Донбассе 10 случаев прекращения огня .";1
10786;"секретная директива цру : все сообщения с заголовком юстас - алексу и алекс - юстасу не принимать всерьёз и игнорировать .";1
10796;"осужденные за тяжкие преступления не смогут избираться в госдуму : тяжести маловато .";1
10827;"мушкетёры - дистрофики прячутся один за всех и все за одного .";1
10829;"инопланетный корабль при заходе на посадку , увидев челябинск , предпочел взорваться﻿ .";1
11002;"девиз наших футболистов : «без водочки и пивка нет голка ! »";1
11094;"у слишком усердных мужиков всегда в брюках рваные карманы .";1
11170;"подходит рабочий к бригадиру - слышь , бригадир у меня лопата сломалась - ну иди на бетономешалку обопрись";1
11548;"совершено нападение на Эдварда радзинского . разыскиваются 3 вандала с гусарской выправкой , сыплющих нецензурной бранью , эдаких молодцеватых повес .";1
11647;"сорока , спиздившая заведённый будильник , снесла яйца прямо в полёте .";1
11685;"записка на дверях избы : стучать громче ! ушёл в подполье за солёными огурцами .";2
11821;"а не позвонить ли мне этому кардиологу хренову , подумал премьер .";1
11894;"злопамятный дед поехал в германию далеко не на экскурсию .";1
12024;"в продажу поступила новинка от аmwаy - концентрированный бензин . растворил каплю такого концентрата в десяти литрах ослиной мочи - и можно ехать !";1
12048;"выпивка это профилактическое мероприятие сравнимое с вакцинацией , проводимое для предотвращения опасности заболевания алкоголизмом .";1
12084;"у гуманного палача и плаха с подогревом и топор наточен как бритва .";1
12319;"беспокойно спалось бойцам ОМОН после разгона митинга фемен .";1
12323;"водители маршруток расплачиваются в магазинах , стоя спиной к продавцу .";1
12480;"попытался себя обмануть - ничего не вышло . вот ведь какая сволочь недоверчивая !";1
12586;"из толкового словаря : этонея , чесразуя и ахулия ( древнегреч . миф . ) — богини оправданий и ухода от ответственности .";2
12708;"«анекдотов . nеt» — понятно . стоматологический сайт «zubоw . nеt» … ?";1
13026;"что хуже зверя волк тамбовский в гондурасе ? Леня хлыновский на ан . ру .";1
13132;"ты никогда не замечал , какие все вокруг оптимисты… . когда проблема касается тебя ?";1
13330;"продам уникальную корову - она умеет выменем фиги показывать !";1
13441;"её привлекательность вызывала серьёзные сомнения даже после второго стакана .";1
13488;"корпоратив достиг апогея : шеф не отличал любовницу от жены !";1
13495;"учёные скрестили свёклу и морковь . овощ - гибрид назвали свекровь .";2
13980;"по статистике , 90 % любовников , спрятавшихся в шкафу , примеряли там норковую шубу .";1
14016;"прощёное воскресенье2013 : банки Кипра простили вкладчикам их вклады .";1
14500;"портреты Ираклия пирцхалавы , ингеборги дапкунайте и джавахарлала Неру висят в каждой уважающей себя логопедической клинике .";2
14550;"максим галкин , пародируя Анджелину джоли , переспал с брэдом питтом .";1
14584;"сколько государство не обманывай - своего всё равно не вернёшь .";1
14845;"«семь пятниц на неделе» : робинзон и пятница на необитаемом острове…";1
14850;"он был в прекрасной спортивной форме . правда , на животе она уже не застёгивалась .";2
15073;"если пенсия неприличная – нет смысла вести себя по отношению к власти прилично .";1
15094;"хирургу снится чья то печень зубному технику десна проктолог ночи коротает без сна";1
15419;"удивительное совпадение : мобильник у аспиранта ветеринарного факультета сидорова отжали гопники кабан и лось .";1
15428;"к сожалению , варианта только 2 : либо ты умираешь в иллюзиях , либо иллюзии умирают в тебе .";1
15590;"обнаружен опасный иностанный агент : обществo защиты прав потребителей .";1
15607;"микробы медленно ползли по телу левши , волоча за собой тяжелые оковы .";1
16025;"точность стрельбы можно компенсировать диаметром снаряда .";1
16095;"а беременность считается производственной травмой у порноактрис ?";0
16169;"диссертация по теме «выпрыгивающий из тостера хлеб как причина инфарктов у котов» .";1
16323;"история запросов в гугле : пелотка пилотка пилотка фото пилотка фото шапка блядь военная !";2
16452;"в гипермаркет требуется грузчик - консультант . знание 1с обязательно .";1
16558;"сухарики со вкусом чёрной икры всё равно что жигули с запахом мазератти .";1
16882;"диагноз при поступлении в лор - отделение : «муха в ухе» . диагноз при выписке : «мухи в ухе нет» .";1
16978;"жадная гусеница заблудилась в яблоке и укусила себя за задницу .";1
17052;"сапожник Кузьмич в творчестве петрова - водкина предпочитал , разумеется , второе .";2
17192;"призывник трепещи ! министерство обороны разрабатывает специальные ортопедические кирзовые сапоги для солдат с плоскостопием !";1
17405;"после десятого подряд поверженного тореадора , косоглазого быка тупо отправили на бойню .";1
17550;"в супермаркете курица на гриле пережила трех продавщиц за прилавком . Вячеслав островцев";1
17554;""когда я ем я глух и нем ! " это ж надо так жрать , чтоб уши закладывало";1
18000;"весной обостряются все болезни . особенно - венерические .";0
18314;"тренажерный зал приглашает всех на блины ! в наличии блины 5 , 10 и 25 кг .";2
18439;"все бандитские группировки с нетерпением ждут окончания переаттестации милицейских в полицейских для пополнения своих рядов опытными профессионалами .";1
18728;"надежда Кадышева и надежда бабкина подрались… хоровод на хоровод…";1
19597;"Артек довольно долго нельзя будет использовать для пионеров - предстоит длительная зачистка от скаутов - разведчиков .";1
19671;"из школьного сочинения : анна Каренина переходила железнодорожный переезд в наушниках и с опущенным капюшоном .";1
19690;"судья , перед тем как посадить картошку , зачитывает ей приговор .";2
20250;"продаётся нервная система в отличном состоянии . заводится с полоборота .";2
20347;"профсоюз наркоманов и алкоголиков избрал своим символом белочку в колесе .";1
20633;"обиженные богом чаще всего встречаются среди его почитателей .";1
20934;"национально озабоченные всегда делились на материально озабоченных и сексуально озабоченных .";2
21010;"одиноко стоящее серебристое авто на трассе ( не ГИБДД ) значительно снижает количество нарушений пдд на этом участке .";1
21090;"первокурсники мединститута , изучая латынь , случайно вызвали дьявола .";1
21605;"над Вьетнамом потерпел крушение нло . все нло - навты уцелели в крушении и быстро смешались с толпой .";1
21864;"зентино - ракетный полк познакомится со спонсором . о себе : без комплексов…";2
22061;"минфин предсказал возможное сохранение тенденции к ускорению замедления инфляции";1
22123;"оказывается в китайской провинции аньхуй , действительно не проживает ни одной ани .";1
22143;"когда у читательской десятки загнуло клапана , пришлось воспользоваться читательской девяткой .";1
22602;"мок дисквалифицировал атлетов , метавших пиратские диски .";2
22973;"эквивалентный обмен : ум за разум .";2
23125;"встретились на саммите ООН афроамериканец , финносовет и турконемец .";2
23666;"Одесса славится привозом . саакашвили , например , привозной .";2
23942;"дурацкое завинчивание гаек всегда кончается срывом резьбы .";1
23949;"учитесь на ошибках предков - носите с собой презервативы !";1
24283;"рецепт ленивых голубцов , пункт первый : а ну их нафиг , сварю доширак .";1
24630;"в приступе суицида задумался над набором : верёвка с мылом , или всё же ласты с клеем ?";1
25177;"идея для малого сезонного бизнеса - анонимный вынос елки .";1
25418;"иногда разрастание маленького кооператива “озеро” приводит к образованию огромного болота и болотной площади .";2
25778;"что посеешь , то и пожнёшь : Татьяна Буланова спилась под свои же песни .";1
